id,name,lastname,email,gender,age,phone,document,documentNumber,isClient,district,qualification,isIndependent,occupation,company,sector,annualSalary,hasDebt,totalDebtAmount,hasBlacklist,creditScore,creditLine,requestedAmount,term,quota,creditType,agreedAmount,interestRate,authorizer,store,timestamp
97,Dorena,Eger,deger2o@goo.gl,Female,58,202 980 1059,PASSPORT,96876546,true,San bartolo,APROBADO,true,Research Nurse,null,null,106541,false,null,false,0.43,32115,141803,34,4170,HIPOTECARIO,60154,0.55,deger2o,Santa Anita,2023-07-30 23:46:28
98,Amye,Bodycote,abodycote2p@creativecommons.org,Genderqueer,65,508 829 2480,CE,61939905,false,Santa Anita,INVESTIGADO,true,Social Worker,null,null,489751,true,48952,true,0.15,69772,297580,14,21255,COMERCIAL,291144,0.11,abodycote2p,Santiago de Surco,2023-07-30 23:46:28
99,Godfry,Britland,gbritland2q@nydailynews.com,Male,48,643 515 3961,DNI,32006560,false,Ate,RECHAZADO,true,Office Assistant II,null,null,138259,true,49850,false,0.41,93901,88365,27,3272,COMERCIAL,71966,0.51,gbritland2q,Cieneguilla,2023-07-30 23:46:28
100,Pooh,Nitti,pnitti2r@yahoo.co.jp,Female,52,235 801 8927,CE,17527290,true,Chorrillos,RECHAZADO,false,Editor,Tavu,Health Care,756034,false,null,false,0.58,83985,227672,34,6696,VEHICULAR,6663,0.14,pnitti2r,Villa Maria del Triunfo,2023-07-30 23:46:28
101,Enriqueta,Branchet,ebranchet2s@lycos.com,Female,19,538 255 9507,DNI,13207316,true,Puente piedra,INVESTIGADO,true,Media Manager I,null,null,531318,true,41218,false,0.88,26104,178448,45,3965,ESTUDIOS,55254,0.37,ebranchet2s,Comas,2023-07-30 23:46:28
102,Reena,Leathley,rleathley2t@ameblo.jp,Genderqueer,39,,CE,27924188,true,Miraflores,RECHAZADO,true,Financial Advisor,null,null,303356,false,null,false,0.95,60763,215655,35,6161,COMERCIAL,271209,0.39,rleathley2t,Rímac,2023-07-30 23:46:28
103,Kristian,Duckworth,kduckworth2u@java.com,Male,46,566 994 6179,DNI,91438791,true,Ate,INVESTIGADO,false,Executive Secretary,BlogXS,,235014,false,null,false,0.82,62719,21619,60,360,PERSONAL,77794,0.14,kduckworth2u,San Juan de Lurigancho,2023-07-30 23:46:28
104,Letty,Bovis,lbovis2v@topsy.com,Female,44,378 474 9431,PASSPORT,91288355,true,Surquillo,APROBADO,false,Human Resources Assistant I,Skyba,Finance,164889,true,60663,true,0.59,65321,221535,50,4430,HIPOTECARIO,277490,0.61,,San bartolo,2023-07-30 23:46:28
105,Margaretta,Tamas,mtamas2w@adobe.com,Female,30,357 743 9267,DNI,33968895,false,San Miguel,INVESTIGADO,true,Nurse,null,null,650609,false,null,false,0.36,63134,36479,55,663,COMERCIAL,243691,0.26,mtamas2w,Magdalena del mar,2023-07-30 23:46:28
106,Moira,Wandless,mwandless2x@msu.edu,Female,19,238 497 8084,CE,42205435,true,Punta hermosa,INVESTIGADO,false,Clinical Specialist,Yacero,Capital Goods,781870,false,null,false,0.37,62223,124587,13,9583,COMERCIAL,79946,0.33,mwandless2x,Lurigancho,2023-07-30 23:46:28
107,Jarad,Lorking,jlorking2y@dion.ne.jp,Male,28,950 976 3703,DNI,66865815,false,Jesús maría,RECHAZADO,true,Paralegal,null,null,596339,true,63418,false,0.18,8612,175868,19,9256,COMERCIAL,181085,0.61,jlorking2y,Barranco,2023-07-30 23:46:28
108,Chauncey,Whacket,,Bigender,52,431 124 5550,CE,92485512,true,Pachacámac,RECHAZADO,false,Desktop Support Technician,Linkbridge,n/a,929033,true,7319,true,0.95,95326,121353,50,2427,HIPOTECARIO,154138,0.58,cwhacket2z,San isidro,2023-07-30 23:46:28
109,Nichol,Mungane,nmungane30@jalbum.net,Female,36,947 150 7716,DNI,93542435,true,,RECHAZADO,true,Data Coordinator,null,null,397716,false,null,true,0.43,19767,283979,31,9160,PERSONAL,227115,0.29,nmungane30,Chorrillos,2023-07-30 23:46:28
110,Filip,Pesik,fpesik31@nymag.com,Male,18,479 260 8868,CE,80208163,false,San borja,INVESTIGADO,false,Sales Representative,Meevee,,511177,false,null,false,0.75,63908,139854,42,3329,ESTUDIOS,209774,0.43,fpesik31,Villa Maria del Triunfo,2023-07-30 23:46:28
111,Doti,Cotillard,dcotillard32@bloomberg.com,Female,62,915 536 2990,CE,54981529,true,Comas,INVESTIGADO,true,Actuary,null,null,884112,false,null,true,0.85,6370,15801,16,987,COMERCIAL,76074,0.36,dcotillard32,Lince,2023-07-30 23:46:28
112,Cortney,Metherell,cmetherell33@cafepress.com,Female,45,695 891 4755,PASSPORT,98550470,true,,RECHAZADO,false,Accounting Assistant III,Trudeo,n/a,74276,true,69559,true,0.58,47987,185272,46,4027,VEHICULAR,13553,0.54,,San Martin de Porres,2023-07-30 23:46:28
113,Jenine,Borless,jborless34@symantec.com,Female,26,,CE,73235063,false,Santiago de Surco,RECHAZADO,true,Accountant IV,null,null,382578,false,null,true,0.12,73584,77037,29,2656,HIPOTECARIO,117255,0.64,jborless34,Cercado de Lima,2023-07-30 23:46:28
114,Karil,Persent,kpersent35@hugedomains.com,Female,47,175 318 5194,PASSPORT,14418193,false,Independencia,RECHAZADO,true,Health Coach III,null,null,700739,false,null,true,0.67,5718,146880,44,3338,PERSONAL,62232,0.32,kpersent35,Pucusana,2023-07-30 23:46:28
115,Emalee,Edmett,eedmett36@pinterest.com,Female,57,854 963 3074,DNI,88542185,true,San bartolo,RECHAZADO,false,Clinical Specialist,Photofeed,Consumer Durables,200136,true,56336,false,0.4,98189,40105,43,932,PERSONAL,26559,0.58,eedmett36,La victoria,2023-07-30 23:46:28
116,Willis,Vairow,wvairow37@aol.com,Male,50,821 268 6840,CE,51074411,true,San Juan de Miraflores,APROBADO,true,Assistant Media Planner,null,null,759961,false,null,false,0.69,50211,191251,28,6830,VEHICULAR,100240,0.17,,San Martin de Porres,2023-07-30 23:46:28
117,Cad,Whitsey,cwhitsey38@so-net.ne.jp,Male,33,742 569 6313,CE,78149664,true,Rímac,RECHAZADO,true,Geological Engineer,null,null,350475,true,45293,false,0.15,75219,239360,51,4693,VEHICULAR,24873,0.41,cwhitsey38,Villa el Salvador,2023-07-30 23:46:28
118,Ruby,Link,rlink39@un.org,Female,35,747 760 0477,DNI,37738765,false,Pueblo libre,RECHAZADO,false,Environmental Tech,Youtags,Basic Industries,566997,true,52081,false,0.75,3446,226572,21,10789,HIPOTECARIO,18096,0.47,rlink39,San bartolo,2023-07-30 23:46:28
119,Inness,Bambra,ibambra3a@psu.edu,Male,20,281 623 1381,CE,91915768,false,Chorrillos,INVESTIGADO,false,Computer Systems Analyst II,Flipbug,Health Care,596835,true,99843,false,0.17,19874,220937,20,11046,COMERCIAL,84447,0.2,ibambra3a,Lurín,2023-07-30 23:46:28
120,Keary,Demeter,kdemeter3b@edublogs.org,Male,45,254 947 0045,DNI,34215229,false,Cieneguilla,RECHAZADO,false,Marketing Manager,Skipstorm,n/a,40139,false,null,false,0.64,32366,60976,16,3811,PERSONAL,64708,0.42,kdemeter3b,Rímac,2023-07-30 23:46:28
121,Any,Kobierra,akobierra3c@mit.edu,Male,22,953 173 9455,PASSPORT,31093726,true,Magdalena del mar,INVESTIGADO,false,VP Sales,Zooveo,n/a,995890,false,null,true,0.58,32575,115092,29,3968,ESTUDIOS,296727,0.17,akobierra3c,Surquillo,2023-07-30 23:46:28
122,Kingsley,Furber,kfurber3d@rambler.ru,Male,60,563 905 2597,CE,82710475,false,Surquillo,RECHAZADO,false,Help Desk Operator,Eare,Technology,460402,false,null,true,0.99,8947,148004,58,2551,ESTUDIOS,140589,0.37,kfurber3d,Cieneguilla,2023-07-30 23:46:28
123,Eugine,Jinkin,ejinkin3e@auda.org.au,Female,21,184 598 6250,DNI,25255475,true,Santiago de Surco,RECHAZADO,true,Senior Financial Analyst,null,null,800722,true,11690,false,0.89,92344,270380,47,5752,VEHICULAR,264345,0.61,ejinkin3e,Punta hermosa,2023-07-30 23:46:28
124,Inge,Hawthorne,ihawthorne3f@51.la,Female,25,666 614 7473,PASSPORT,26312905,false,Ancón,APROBADO,true,Administrative Assistant II,null,null,466072,true,53387,true,0.69,34664,64555,44,1467,ESTUDIOS,80733,0.3,ihawthorne3f,Carabayllo,2023-07-30 23:46:28
125,Flossie,Ingold,fingold3g@51.la,Female,50,792 138 6819,CE,44750888,false,Santiago de Surco,APROBADO,false,Software Consultant,Voolia,Energy,321501,true,68732,false,0.41,89986,23034,18,1279,COMERCIAL,189222,0.46,fingold3g,Los olivos,2023-07-30 23:46:28
126,Maurie,Paramor,mparamor3h@nytimes.com,Male,40,,CE,54255670,true,Jesús maría,APROBADO,false,GIS Technical Architect,Zoozzy,n/a,159221,true,55042,true,0.92,61326,170327,57,2988,COMERCIAL,199638,0.48,mparamor3h,Magdalena del mar,2023-07-30 23:46:28
127,Theda,Walework,,Female,46,608 981 1558,PASSPORT,31935837,true,San Juan de Miraflores,INVESTIGADO,false,Software Test Engineer II,Npath,,281313,true,85358,true,0.52,85266,282226,27,10452,ESTUDIOS,264255,0.38,twalework3i,Magdalena del mar,2023-07-30 23:46:28
128,Nefen,Terzi,nterzi3j@purevolume.com,Male,21,525 688 2778,DNI,55317035,true,La victoria,INVESTIGADO,true,Automation Specialist I,null,null,370854,true,84259,false,0.97,71732,125973,57,2210,VEHICULAR,229632,0.41,nterzi3j,Magdalena del mar,2023-07-30 23:46:28
129,Gaile,Cottie,gcottie3k@mysql.com,Male,44,658 110 8399,DNI,26480582,false,San bartolo,INVESTIGADO,true,Accounting Assistant II,null,null,403034,false,null,true,0.91,73464,176550,36,4904,HIPOTECARIO,64546,0.37,gcottie3k,Chorrillos,2023-07-30 23:46:28
130,Jessee,Stealey,jstealey3l@uol.com.br,Male,54,744 519 5491,CE,73317182,false,Pachacámac,INVESTIGADO,false,Office Assistant III,Skidoo,Technology,322445,true,68605,false,0.53,20433,283009,26,10884,COMERCIAL,239196,0.52,jstealey3l,Lince,2023-07-30 23:46:28
131,Blinni,Emmerson,bemmerson3m@yahoo.co.jp,Female,41,635 496 3615,CE,52338979,false,Pucusana,INVESTIGADO,true,Accounting Assistant II,null,,778630,true,75213,true,0.47,26123,262572,42,6251,PERSONAL,102304,0.24,bemmerson3m,Surquillo,2023-07-30 23:46:28
132,Fonsie,Tembridge,ftembridge3n@histats.com,Male,60,629 148 9704,DNI,96193248,false,Villa el Salvador,RECHAZADO,false,Financial Analyst,Centidel,Capital Goods,77931,true,68658,true,0.53,71929,44115,17,2595,COMERCIAL,48494,0.1,ftembridge3n,Lurigancho,2023-07-30 23:46:28
133,Daffi,Buxey,dbuxey3o@ucsd.edu,Bigender,29,945 112 3085,DNI,45586324,true,,RECHAZADO,false,Compensation Analyst,Katz,Basic Industries,484497,true,66782,false,0.48,67649,285583,23,12416,COMERCIAL,289019,0.11,dbuxey3o,San Martin de Porres,2023-07-30 23:46:28
134,Andreas,Eric,aeric3p@indiatimes.com,Male,34,376 456 8797,PASSPORT,96093823,false,Los olivos,APROBADO,true,Senior Financial Analyst,null,null,655844,true,54749,false,0.56,55068,52179,19,2746,COMERCIAL,51354,0.49,,Villa el Salvador,2023-07-30 23:46:28
135,Tobe,Presdie,tpresdie3q@geocities.jp,Male,56,353 808 1499,PASSPORT,90753340,false,,APROBADO,false,Internal Auditor,Photofeed,n/a,971496,false,null,true,0.92,88476,11960,15,797,HIPOTECARIO,76271,0.23,,Carabayllo,2023-07-30 23:46:28
136,Ilsa,Thoumas,ithoumas3r@tuttocitta.it,Female,60,463 144 3699,DNI,40449796,false,Chaclacayo,APROBADO,true,Automation Specialist II,null,null,576671,false,null,true,0.64,82189,127553,17,7503,VEHICULAR,115075,0.43,ithoumas3r,Santiago de Surco,2023-07-30 23:46:28
137,Paxon,Wyld,pwyld3s@dailymotion.com,Male,34,846 677 2413,DNI,33775384,false,San Juan de Miraflores,INVESTIGADO,false,Assistant Manager,Photobean,Consumer Services,55542,false,null,true,0.51,32934,230802,52,4438,HIPOTECARIO,214124,0.22,pwyld3s,Jesús maría,2023-07-30 23:46:28
138,Piggy,Coiley,pcoiley3t@ted.com,Male,18,,PASSPORT,26863570,true,San bartolo,APROBADO,false,Executive Secretary,Rooxo,n/a,26453,true,52840,true,0.24,48578,19879,31,641,COMERCIAL,151823,0.17,pcoiley3t,Lurín,2023-07-30 23:46:28
139,Fee,Garratty,fgarratty3u@cbsnews.com,Male,19,805 684 6240,CE,46780185,true,San Martin de Porres,RECHAZADO,true,Data Coordinator,null,null,582330,true,26692,true,0.22,53382,228647,27,8468,VEHICULAR,151042,0.3,fgarratty3u,Chaclacayo,2023-07-30 23:46:28
140,Leontyne,Southerill,lsoutherill3v@army.mil,Female,38,400 328 2610,PASSPORT,64262099,true,Lurigancho,APROBADO,false,Marketing Manager,Roomm,Technology,31833,false,null,true,0.43,57074,178397,48,3716,ESTUDIOS,283051,0.15,lsoutherill3v,Breña,2023-07-30 23:46:28
141,Leopold,MacDonogh,lmacdonogh3w@gmpg.org,Male,48,884 351 8905,PASSPORT,85508739,false,,INVESTIGADO,true,Teacher,null,null,343532,false,null,false,0.74,81587,136315,37,3684,ESTUDIOS,79974,0.12,lmacdonogh3w,Lince,2023-07-30 23:46:28
142,Aili,Pomfret,apomfret3x@nifty.com,Female,49,192 262 2253,DNI,90744924,false,Barranco,INVESTIGADO,false,Environmental Specialist,Quatz,Public Utilities,596764,false,null,false,0.99,24717,103482,46,2249,PERSONAL,41772,0.38,apomfret3x,La molina,2023-07-30 23:46:28
143,Noelani,South,nsouth3y@nationalgeographic.com,Female,50,249 783 4268,PASSPORT,26470641,false,Chaclacayo,RECHAZADO,false,Research Nurse,Oyonder,Capital Goods,204313,true,33184,true,0.34,18071,285397,37,7713,ESTUDIOS,142447,0.52,nsouth3y,Santa Anita,2023-07-30 23:46:28
144,Regina,Venard,rvenard3z@senate.gov,Female,26,132 850 5805,CE,74619545,true,San Miguel,RECHAZADO,true,Account Representative III,null,,482216,false,null,true,0.94,23859,65425,30,2180,ESTUDIOS,257716,0.61,rvenard3z,San Juan de Miraflores,2023-07-30 23:46:28
145,Othelia,Joscelyn,ojoscelyn40@bing.com,Female,59,258 445 0074,PASSPORT,44920761,true,Surquillo,RECHAZADO,true,Design Engineer,null,null,962890,false,null,true,0.26,75674,51469,34,1513,COMERCIAL,85262,0.4,ojoscelyn40,Independencia,2023-07-30 23:46:28
146,Eduardo,Newstead,enewstead41@surveymonkey.com,Male,30,522 297 7143,DNI,13156752,true,San Juan de Lurigancho,INVESTIGADO,false,Data Coordinator,Leexo,n/a,266274,false,null,false,0.2,95726,179515,20,8975,COMERCIAL,150890,0.2,enewstead41,San bartolo,2023-07-30 23:46:28
147,Thayne,Blakeley,tblakeley42@businesswire.com,Male,29,,DNI,12749855,true,,RECHAZADO,false,Nuclear Power Engineer,Gigabox,,44057,false,null,false,0.75,49360,42285,15,2819,VEHICULAR,293421,0.64,tblakeley42,Breña,2023-07-30 23:46:28
148,Brigham,Choppen,bchoppen43@cbslocal.com,Male,27,271 985 8196,PASSPORT,85863429,false,Punta hermosa,APROBADO,false,Project Manager,Yombu,Finance,191912,false,null,false,0.78,87662,43539,29,1501,COMERCIAL,47981,0.23,bchoppen43,Cercado de Lima,2023-07-30 23:46:28
149,Esteban,Moffett,emoffett44@hud.gov,Male,23,704 709 0921,PASSPORT,72520418,false,Los olivos,INVESTIGADO,false,Community Outreach Specialist,Plambee,Health Care,381763,false,null,true,0.21,41434,259395,14,18528,PERSONAL,299926,0.41,emoffett44,San Miguel,2023-07-30 23:46:28
150,Orton,Papachristophorou,opapachristophorou45@theatlantic.com,Male,32,,CE,89781209,false,,APROBADO,true,Engineer III,null,null,207006,false,null,true,0.2,57117,296539,24,12355,COMERCIAL,71902,0.64,opapachristophorou45,Santa María del Mar,2023-07-30 23:46:28
151,Lethia,Birmingham,lbirmingham46@jiathis.com,Female,25,902 602 7905,CE,87330914,true,Santa Anita,INVESTIGADO,true,Structural Engineer,null,null,969389,false,null,true,0.18,82282,92695,52,1782,COMERCIAL,188581,0.14,lbirmingham46,Lurigancho,2023-07-30 23:46:28
152,Maryanna,Cattermull,mcattermull47@instagram.com,Female,40,628 437 3145,CE,58576597,false,San Miguel,APROBADO,false,Assistant Media Planner,DabZ,,641090,false,null,true,0.82,79061,228429,55,4153,VEHICULAR,38409,0.22,mcattermull47,Punta negra,2023-07-30 23:46:28
153,Alfonso,Deem,adeem48@ask.com,Male,18,505 180 5187,CE,13765780,false,Pucusana,INVESTIGADO,false,Clinical Specialist,Youtags,Consumer Services,777018,false,null,true,0.55,54193,40974,18,2276,HIPOTECARIO,142701,0.63,adeem48,Santa María del Mar,2023-07-30 23:46:28
154,Virginie,Sykes,vsykes49@parallels.com,Female,46,882 491 5295,CE,76043853,true,Punta negra,RECHAZADO,false,Engineer IV,Wikizz,n/a,448994,false,null,true,0.55,13563,67594,18,3755,HIPOTECARIO,143206,0.24,,Ancón,2023-07-30 23:46:28
155,Ferrell,Aitchinson,faitchinson4a@youtube.com,Male,53,414 181 5756,PASSPORT,32865836,false,Santa María del Mar,INVESTIGADO,false,Budget/Accounting Analyst II,Ooba,n/a,278405,false,null,false,0.9,47419,195108,45,4335,HIPOTECARIO,298570,0.54,faitchinson4a,Comas,2023-07-30 23:46:28
156,Moyra,Androlli,,Female,51,339 446 7659,CE,20524941,true,Barranco,INVESTIGADO,true,Professor,null,null,681586,true,94548,true,0.52,33029,184352,46,4007,HIPOTECARIO,163513,0.58,mandrolli4b,Independencia,2023-07-30 23:46:28
157,Zsazsa,Leith,zleith4c@si.edu,Female,58,852 653 3635,PASSPORT,54079468,false,Punta negra,APROBADO,true,Marketing Manager,null,,811506,true,82903,false,0.25,92996,92795,45,2062,VEHICULAR,83257,0.56,zleith4c,Lurigancho,2023-07-30 23:46:28
158,Thorvald,Bark,,Male,53,,PASSPORT,56750678,false,San Juan de Lurigancho,INVESTIGADO,true,VP Product Management,null,null,51702,true,2307,true,0.19,35491,153362,28,5477,COMERCIAL,117904,0.22,tbark4d,Villa Maria del Triunfo,2023-07-30 23:46:28
159,Alessandra,Almak,aalmak4e@last.fm,Female,59,187 540 6360,CE,66962142,false,San Luis,RECHAZADO,true,Nuclear Power Engineer,null,,27267,false,null,false,0.12,97035,124141,17,7302,PERSONAL,13715,0.34,aalmak4e,Carabayllo,2023-07-30 23:46:28
160,Jeffrey,Milington,jmilington4f@craigslist.org,Male,20,165 667 5473,CE,83116971,true,Cieneguilla,INVESTIGADO,true,Programmer III,null,null,860007,true,91630,false,0.3,54042,199860,14,14275,PERSONAL,124249,0.3,jmilington4f,San Martin de Porres,2023-07-30 23:46:28
161,Shurlock,Fiddian,sfiddian4g@globo.com,Male,39,499 269 8128,PASSPORT,72366959,true,,APROBADO,false,Engineer I,Livetube,Consumer Durables,698826,true,55511,true,0.45,87318,59617,18,3312,PERSONAL,156815,0.46,sfiddian4g,Santa Rosa,2023-07-30 23:46:28
162,Siward,Storah,sstorah4h@wufoo.com,Bigender,58,715 425 9269,DNI,73358327,true,Los olivos,RECHAZADO,false,Junior Executive,Zoozzy,Finance,177789,true,37902,true,0.91,35775,116887,60,1948,COMERCIAL,235383,0.45,sstorah4h,Lurín,2023-07-30 23:46:28
163,Lock,Matzen,lmatzen4i@google.fr,Male,32,,DNI,25605569,false,,INVESTIGADO,false,Community Outreach Specialist,Oba,Transportation,959536,false,null,false,0.46,42464,180506,30,6016,PERSONAL,266296,0.49,lmatzen4i,Villa Maria del Triunfo,2023-07-30 23:46:28
164,Gunar,Iseton,giseton4j@about.me,Male,51,766 520 5332,DNI,88331294,false,San isidro,APROBADO,false,Marketing Assistant,Mydeo,Energy,308950,true,4485,false,0.4,32404,202226,25,8089,COMERCIAL,227300,0.62,giseton4j,Pachacámac,2023-07-30 23:46:28
165,Coretta,Caddies,ccaddies4k@drupal.org,Female,48,387 742 6215,CE,21424838,true,San Juan de Lurigancho,INVESTIGADO,true,Account Coordinator,null,null,533817,true,96798,true,0.5,30647,99367,33,3011,VEHICULAR,87115,0.31,ccaddies4k,Santa Anita,2023-07-30 23:46:28
166,Ariel,Strowan,astrowan4l@disqus.com,Female,25,866 865 7295,DNI,82152942,false,Ate,APROBADO,false,Data Coordinator,Vidoo,n/a,124529,false,null,true,0.68,56623,199475,41,4865,COMERCIAL,277383,0.57,astrowan4l,Jesús maría,2023-07-30 23:46:28
167,Binnie,Riggoll,briggoll4m@sciencedirect.com,Bigender,47,135 883 4742,DNI,69476182,true,Miraflores,RECHAZADO,false,Programmer Analyst II,Realcube,,182851,true,27021,true,0.54,65651,214594,13,16507,VEHICULAR,187317,0.16,briggoll4m,Carabayllo,2023-07-30 23:46:28
168,Stephani,Klampk,sklampk4n@blogspot.com,Female,37,926 313 6680,DNI,20314103,false,Lurigancho,RECHAZADO,false,General Manager,Eadel,Finance,111551,true,91795,false,0.51,89979,22724,14,1623,COMERCIAL,161698,0.31,sklampk4n,Pueblo libre,2023-07-30 23:46:28
169,Pet,Nesterov,pnesterov4o@wikipedia.org,Female,61,,DNI,94033372,true,,APROBADO,true,Graphic Designer,null,null,903868,false,null,false,0.32,18416,280153,21,13340,PERSONAL,208752,0.64,pnesterov4o,Villa Maria del Triunfo,2023-07-30 23:46:28
170,Baxie,Denniss,bdenniss4p@yelp.com,Male,37,941 752 4739,PASSPORT,87298626,true,,RECHAZADO,false,Data Coordinator,Mydo,Energy,839940,true,71710,false,0.4,40716,130696,47,2780,PERSONAL,55826,0.43,bdenniss4p,Rímac,2023-07-30 23:46:28
171,Billy,Briat,bbriat4q@wired.com,Male,36,,CE,24915040,true,Lurigancho,RECHAZADO,true,Marketing Assistant,null,null,164339,true,86349,false,0.86,87848,149017,32,4656,PERSONAL,278724,0.53,bbriat4q,Chaclacayo,2023-07-30 23:46:28
172,Patrick,Lethbrig,plethbrig4r@europa.eu,Male,51,658 159 2141,PASSPORT,43611789,false,,INVESTIGADO,false,Software Test Engineer I,Feedbug,Health Care,210781,true,29425,false,0.77,72418,6041,49,123,VEHICULAR,49401,0.39,plethbrig4r,La victoria,2023-07-30 23:46:28
173,Reuven,Marien,rmarien4s@nyu.edu,Male,33,824 227 5547,CE,80654515,false,Independencia,RECHAZADO,true,Web Developer II,null,null,585039,true,93070,false,0.35,75745,276165,35,7890,PERSONAL,129375,0.45,rmarien4s,San Luis,2023-07-30 23:46:28
174,Arabela,Fareweather,afareweather4t@dedecms.com,Female,33,445 758 7604,PASSPORT,25517721,true,El agustino,INVESTIGADO,false,Structural Engineer,Trudoo,Health Care,758620,true,8824,true,0.34,13393,231508,15,15433,VEHICULAR,250424,0.59,afareweather4t,Ancón,2023-07-30 23:46:28
175,Ingaberg,Filchakov,ifilchakov4u@fc2.com,Female,40,936 161 5086,CE,26204627,false,San bartolo,APROBADO,false,Dental Hygienist,Tavu,n/a,498869,true,96190,false,0.93,72198,129210,43,3004,HIPOTECARIO,76732,0.34,ifilchakov4u,La victoria,2023-07-30 23:46:28
176,Abbott,Dundridge,adundridge4v@domainmarket.com,Male,59,538 793 7133,DNI,63503619,false,Chorrillos,RECHAZADO,true,Help Desk Technician,null,null,453699,true,15343,true,0.7,95307,99068,42,2358,ESTUDIOS,294059,0.37,adundridge4v,Villa Maria del Triunfo,2023-07-30 23:46:28
177,Lynn,Chellam,lchellam4w@1688.com,Female,22,,PASSPORT,30433329,false,Carabayllo,APROBADO,true,Senior Cost Accountant,null,null,269843,false,null,false,0.13,30801,242550,31,7824,VEHICULAR,94546,0.44,lchellam4w,Carabayllo,2023-07-30 23:46:28
178,Elfrieda,Cockrill,ecockrill4x@themeforest.net,Female,58,326 603 3052,PASSPORT,19806344,true,Pueblo libre,INVESTIGADO,true,Human Resources Assistant III,null,null,962371,false,null,true,0.82,30249,293207,19,15431,COMERCIAL,136106,0.21,ecockrill4x,Santiago de Surco,2023-07-30 23:46:28
